ID,Name,Team,Pos,Price,22_pts_no_prob,22_prob,22_with_prob,23_pts_no_prob,23_prob,23_with_prob,24_pts_no_prob,24_prob,24_with_prob,25_pts_no_prob,25_prob,25_with_prob,26_pts_no_prob,26_prob,26_with_prob,27_pts_no_prob,27_prob,27_with_prob,28_pts_no_prob,28_prob,28_with_prob,29_pts_no_prob,29_prob,29_with_prob,30_pts_no_prob,30_prob,30_with_prob,31_pts_no_prob,31_prob,31_with_prob,32_pts_no_prob,32_prob,32_with_prob,33_pts_no_prob,33_prob,33_with_prob,34_pts_no_prob,34_prob,34_with_prob,35_pts_no_prob,35_prob,35_with_prob,36_pts_no_prob,36_prob,36_with_prob,37_pts_no_prob,37_prob,37_with_prob,38_pts_no_prob,38_prob,38_with_prob,tba_pts_no_prob,tba_prob,tba_with_prob
685,Gore,MUN,MID,4.5,1.137,0.13463,0.15307,1.19679,0.13463,0.16112,1.15786,0.13463,0.15588,1.2177,0.13463,0.16393,1.26107,0.13463,0.16977,1.12197,0.13463,0.15105,1.23341,0.13463,0.16605,1.22714,0.13463,0.1652,1.20404,0.13463,0.1621,1.16384,0.13463,0.15668,1.19028,0.13463,0.16024,1.20552,0.13463,0.16229,1.24897,0.13463,0.16814,1.23519,0.13463,0.16629,1.17622,0.13463,0.15835,1.18164,0.13463,0.15908,1.18147,0.13463,0.15906,0,0,0
686,Zych,AVL,GK,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
687,Petrović,CHE,GK,4.5,3.49613,0.93,3.2514,3.37762,0.20708,0.69943,3.50573,0.09847,0.34521,2.99642,0.07403,0.22181,3.33514,0.07403,0.24689,3.34184,0.06765,0.22608,3.302,0.06765,0.22338,3.3778,0.06765,0.22851,3.47066,0.06765,0.23479,3.61536,0.06765,0.24458,3.45503,0.06765,0.23374,3.67687,0.06765,0.24874,3.54325,0.06765,0.2397,3.28762,0.06765,0.22241,3.73625,0.06765,0.25276,3.53363,0.06765,0.23905,3.47135,0.06765,0.23484,0,0,0
688,Castagne,FUL,DEF,4.5,3.50995,0.94123,3.30367,3.48593,0.94123,3.28107,3.46851,0.94123,3.26468,3.22514,0.94123,3.03561,2.96671,0.94123,2.79236,3.04124,0.94123,2.86251,3.48391,0.94123,3.27916,3.11231,0.94123,2.92941,3.19533,0.94123,3.00755,3.56904,0.94123,3.35929,3.41107,0.94123,3.21061,2.99449,0.94123,2.81851,2.90035,0.94123,2.72991,3.6546,0.94123,3.43983,3.13786,0.94123,2.95346,2.59478,0.94123,2.44229,3.10444,0.94123,2.922,0,0,0
689,Kudus,WHU,MID,6.8,3.58806,0.72485,2.6008,3.30301,0.85658,2.82929,3.2808,0.90587,2.97199,3.44448,0.92481,3.18548,3.43598,0.92573,3.18079,3.31408,0.92573,3.06795,3.52803,0.92573,3.26601,3.31477,0.92573,3.06859,3.18197,0.92573,2.94565,3.36375,0.92573,3.11393,3.31385,0.92573,3.06774,3.64755,0.92573,3.37665,3.25577,0.92573,3.01397,3.32071,0.92573,3.07408,3.1986,0.92573,2.96105,3.36899,0.92573,3.11878,3.0053,0.92573,2.7821,0,0,0
690,Baleba,BHA,MID,4.5,1.68554,0.50529,0.85168,1.71554,0.50529,0.86684,1.69363,0.50529,0.85577,1.76013,0.50529,0.88937,1.78388,0.50529,0.90137,1.71369,0.50529,0.86591,1.8105,0.50529,0.91483,1.6406,0.50529,0.82897,1.6153,0.50529,0.81619,1.72896,0.50529,0.87362,1.68706,0.50529,0.85245,1.71024,0.50529,0.86416,1.72855,0.50529,0.87342,1.73172,0.50529,0.87502,1.70082,0.50529,0.8594,1.64703,0.50529,0.83222,1.77959,0.50529,0.89921,0,0,0
691,Beto,EVE,FWD,5.7,2.33658,0.90522,2.11511,2.40528,0.90522,2.1773,2.2548,0.90522,2.04108,2.46198,0.90522,2.22863,2.49608,0.90522,2.2595,2.62528,0.90522,2.37645,2.41587,0.90522,2.18689,2.52339,0.90522,2.28422,2.49979,0.90522,2.26285,2.55115,0.90522,2.30934,2.72475,0.90522,2.46649,2.40485,0.90522,2.17691,2.94881,0.90522,2.66931,2.44793,0.90522,2.21591,2.5443,0.90522,2.30315,2.66552,0.90522,2.41288,2.26752,0.90522,2.0526,0,0,0
692,Benda,FUL,GK,4,3.26225,0.00202,0.00659,3.12732,0.00202,0.00632,3.08869,0.00202,0.00624,3.06062,0.00202,0.00618,3.18775,0.00202,0.00644,3.08809,0.00202,0.00624,3.1752,0.00202,0.00642,2.97367,0.00202,0.00601,3.07491,0.00202,0.00621,3.14129,0.00202,0.00635,2.94568,0.00202,0.00595,2.87319,0.00202,0.00581,2.94082,0.00202,0.00594,3.18526,0.00202,0.00644,2.97932,0.00202,0.00602,3.06848,0.00202,0.0062,3.11664,0.00202,0.0063,0,0,0
693,Thomas,SHU,DEF,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
694,Massengo,BUR,MID,5,1.84731,0.00187,0.00346,2.1742,0.00187,0.00408,1.89736,0.00187,0.00356,1.98753,0.00187,0.00373,1.9748,0.00187,0.0037,2.1734,0.00187,0.00407,1.99985,0.00187,0.00375,2.06652,0.00187,0.00387,1.9457,0.00187,0.00365,2.08874,0.00187,0.00392,2.00448,0.00187,0.00376,2.04417,0.00187,0.00383,2.07935,0.00187,0.0039,2.00958,0.00187,0.00377,2.14576,0.00187,0.00402,1.99579,0.00187,0.00374,2.14266,0.00187,0.00402,0,0,0
695,Altay,MUN,GK,4,3.1752,0.06002,0.19058,3.3124,0.06002,0.19881,2.93354,0.06002,0.17607,3.11664,0.06002,0.18706,3.37862,0.06002,0.20279,2.68763,0.06002,0.16131,3.26225,0.06002,0.1958,3.16639,0.06002,0.19005,2.97932,0.06002,0.17882,2.8836,0.06002,0.17308,2.94082,0.06002,0.17651,3.13888,0.06002,0.1884,2.94568,0.06002,0.1768,3.08811,0.06002,0.18535,3.11773,0.06002,0.18713,2.88968,0.06002,0.17344,3.14941,0.06002,0.18903,0,0,0
696,Murillo,NFO,DEF,4.5,2.78333,0.86981,2.42097,3.11839,0.86981,2.71241,3.20759,0.86981,2.78999,3.32299,0.86981,2.89037,2.75247,0.86981,2.39412,2.76984,0.86981,2.40923,2.7825,0.86981,2.42025,2.96525,0.86981,2.5792,3.49201,0.86981,3.03738,3.48929,0.86981,3.03501,2.72148,0.86981,2.36717,3.36565,0.86981,2.92747,2.95431,0.86981,2.56968,2.47726,0.86981,2.15474,3.05227,0.86981,2.65489,2.7941,0.86981,2.43034,3.49455,0.86981,3.03959,0,0,0
697,S.Bueno,WOL,DEF,4.5,2.3897,0.2758,0.65909,1.91702,0.2758,0.52872,2.53185,0.2758,0.69829,2.06727,0.2758,0.57016,2.91056,0.2758,0.80274,1.89013,0.2758,0.5213,2.66857,0.2758,0.736,2.59098,0.2758,0.7146,2.09154,0.2758,0.57685,2.6727,0.2758,0.73714,2.55364,0.2758,0.7043,2.60655,0.2758,0.7189,2.25475,0.2758,0.62187,2.8226,0.2758,0.77848,1.75797,0.2758,0.48486,2.6707,0.2758,0.73659,1.6891,0.2758,0.46586,0,0,0
698,González,WOL,MID,5,2.12425,0.00258,0.00548,1.96479,0.00258,0.00506,2.08663,0.00258,0.00538,2.01531,0.00258,0.0052,2.11482,0.00258,0.00545,1.95625,0.00258,0.00504,2.19523,0.00258,0.00566,2.19442,0.00258,0.00566,1.95063,0.00258,0.00503,2.03636,0.00258,0.00525,2.10426,0.00258,0.00542,2.091,0.00258,0.00539,2.00698,0.00258,0.00517,2.05225,0.00258,0.00529,1.86557,0.00258,0.00481,2.07516,0.00258,0.00535,1.91604,0.00258,0.00494,0,0,0
699,Lenglet,AVL,DEF,4.5,2.95224,0.62754,1.85265,2.77834,0.62754,1.74352,2.99216,0.62754,1.8777,2.98168,0.62754,1.87112,3.37367,0.62754,2.11711,2.79859,0.62754,1.75622,2.80647,0.62754,1.76117,2.68834,0.62754,1.68704,3.21787,0.62754,2.01934,2.12975,0.62754,1.3365,3.16452,0.62754,1.98586,2.33717,0.62754,1.46667,3.24358,0.62754,2.03548,2.61937,0.62754,1.64376,2.60723,0.62754,1.63614,2.59396,0.62754,1.62781,3.19511,0.62754,2.00505,0,0,0
700,"Ansu Fati",BHA,MID,6.4,0,0,0,0,0,0,0,0,0,2.89185,0.01,0.02892,2.94474,0.79409,2.33838,2.78845,0.8918,2.48674,3.00404,0.91163,2.73857,2.62566,0.91163,2.39363,2.56933,0.9206,2.36532,2.82244,0.9206,2.59833,2.72913,0.9206,2.51244,2.78075,0.9206,2.55996,2.82154,0.9206,2.5975,2.82859,0.9206,2.60399,2.75978,0.9206,2.54065,2.63999,0.9206,2.43037,2.93521,0.9206,2.70215,0,0,0
701,Ghoddos,BRE,MID,4.5,1.8583,0,0,1.80414,0.1096,0.19773,1.86787,0.57158,1.06764,3.60396,0.90283,3.25375,1.86597,0.91333,1.70425,1.90123,0.91333,1.73645,1.78179,0.91333,1.62736,1.88086,0.91333,1.71784,1.95802,0.91333,1.78832,1.90521,0.91333,1.74009,1.80559,0.91333,1.6491,1.94974,0.91333,1.78076,1.93009,0.91333,1.76281,1.87007,0.91333,1.70799,2.02034,0.91333,1.84524,1.90475,0.91333,1.73967,1.99516,0.91333,1.82224,0,0,0
702,Phillips,TOT,DEF,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
703,Evans,MUN,DEF,4,2.19349,0.92569,2.03048,2.25879,0.92569,2.09093,1.90449,0.92569,1.76296,2.08194,0.92569,1.92722,2.45916,0.92569,2.27641,1.6688,0.92569,1.54478,2.50684,0.92569,2.32054,2.6692,0.92569,2.47084,2.12471,0.92569,1.96681,1.82782,0.92569,1.69199,1.97013,0.92569,1.82372,2.27525,0.92569,2.10616,2.30252,0.92569,2.13141,2.57325,0.92569,2.38203,2.36035,0.92569,2.18494,2.09998,0.92569,1.94392,1.97874,0.92569,1.83169,0,0,0
704,Fraser,WOL,FWD,4.5,1.35935,2.0E-5,2.0E-5,1.2847,2.0E-5,2.0E-5,1.30871,2.0E-5,2.0E-5,1.37534,2.0E-5,2.0E-5,1.42997,2.0E-5,3.0E-5,1.36623,2.0E-5,2.0E-5,1.56659,2.0E-5,3.0E-5,1.32153,2.0E-5,2.0E-5,1.3197,2.0E-5,2.0E-5,1.3253,2.0E-5,2.0E-5,1.40755,2.0E-5,3.0E-5,1.34653,2.0E-5,2.0E-5,1.25431,2.0E-5,2.0E-5,1.59237,2.0E-5,3.0E-5,1.24123,2.0E-5,2.0E-5,1.32969,2.0E-5,2.0E-5,1.22105,2.0E-5,2.0E-5,0,0,0
705,Sinisterra,BOU,MID,5.5,2.04266,0.91361,1.8662,2.34567,0.91361,2.14303,2.27537,0.91361,2.07881,2.22188,0.91361,2.02994,2.2389,0.91361,2.04549,2.35058,0.91361,2.14753,2.44988,0.91361,2.23824,2.33489,0.91361,2.13318,2.46868,0.91361,2.25542,2.39969,0.91361,2.19239,2.42156,0.91361,2.21237,2.46181,0.91361,2.24914,2.2421,0.91361,2.04841,2.3857,0.91361,2.1796,2.20779,0.91361,2.01707,2.41421,0.91361,2.20565,2.26002,0.91361,2.06479,2.3707,0.91361,2.1659
706,M.Trésor,BUR,MID,5.4,1.74941,0.89671,1.56871,2.16522,0.89671,1.94157,1.98475,0.89671,1.77974,2.12407,0.89671,1.90466,2.13957,0.89671,1.91857,2.32721,0.89671,2.08683,2.16324,0.89671,1.9398,2.22623,0.89671,1.99628,2.11208,0.89671,1.89392,2.24723,0.89671,2.0151,2.16761,0.89671,1.94371,2.20512,0.89671,1.97735,2.23836,0.89671,2.00715,2.17243,0.89671,1.94803,2.3011,0.89671,2.06341,2.15941,0.89671,1.93636,2.29817,0.89671,2.06078,0,0,0
707,Ballo-Touré,FUL,DEF,4.5,2.28621,0,0,2.30799,0.19689,0.45442,2.26256,0.3639,0.82335,2.0528,0.57484,1.18004,1.84786,0.58598,1.0828,1.901,0.58598,1.11394,2.21665,0.58598,1.29891,1.95168,0.58598,1.14364,2.01088,0.58598,1.17833,2.27736,0.58598,1.33448,2.16471,0.58598,1.26847,1.86766,0.58598,1.09441,1.80054,0.58598,1.05508,2.33837,0.58598,1.37023,1.9699,0.58598,1.15432,1.58265,0.58598,0.9274,1.94607,0.58598,1.14035,0,0,0
708,Gravenberch,LIV,MID,5,2.12945,0.87197,1.85681,2.07056,0.87197,1.80546,2.36206,0.87197,2.05963,2.3392,0.87197,2.0397,2.35928,0.87197,2.05721,2.40177,0.87197,2.09426,2.24508,0.87197,1.95763,2.32838,0.87197,2.03026,2.37228,0.87197,2.06854,2.42789,0.87197,2.11704,2.33402,0.87197,2.03518,2.3844,0.87197,2.07912,2.34665,0.87197,2.0462,2.32326,0.87197,2.02581,2.35633,0.87197,2.05464,2.24785,0.87197,1.96005,2.42156,0.87197,2.11152,0,0,0
709,Amrabat,MUN,MID,5,2.08909,0,0,2.16517,0.14429,0.31241,2.01963,0.29893,0.60374,2.15397,0.51881,1.11749,2.25135,0.53048,1.19429,1.93905,0.53048,1.02862,2.18924,0.53048,1.16134,2.17517,0.53048,1.15388,2.12331,0.53048,1.12637,2.03304,0.53048,1.07848,2.09242,0.53048,1.10998,2.12663,0.53048,1.12813,2.22418,0.53048,1.17988,2.19323,0.53048,1.16346,2.06084,0.53048,1.09323,2.07301,0.53048,1.09969,2.07264,0.53048,1.09949,0,0,0
710,Odysseas,NFO,GK,4.5,3.21943,0.06173,0.19873,3.50983,0.06173,0.21665,3.28469,0.06173,0.20276,3.71205,0.06173,0.22914,3.27054,0.06173,0.20188,3.27903,0.06173,0.20241,3.52211,0.06173,0.21741,3.48391,0.06173,0.21505,3.56389,0.06173,0.21999,3.78922,0.06173,0.2339,3.46113,0.06173,0.21365,3.35911,0.06173,0.20735,3.72753,0.06173,0.23009,3.42779,0.06173,0.21159,3.43529,0.06173,0.21205,3.51813,0.06173,0.21717,3.49637,0.06173,0.21582,0,0,0
711,Omobamidele,NFO,DEF,4.5,2.28936,0.21937,0.50221,2.5279,0.21937,0.55454,2.57858,0.21937,0.56566,2.66687,0.21937,0.58502,2.17381,0.21937,0.47686,2.1888,0.21937,0.48015,2.19973,0.21937,0.48255,2.35741,0.21937,0.51714,2.81191,0.21937,0.61684,2.80956,0.21937,0.61632,2.14707,0.21937,0.471,2.70288,0.21937,0.59292,2.34797,0.21937,0.51507,1.93636,0.21937,0.42477,2.43249,0.21937,0.53361,2.20974,0.21937,0.48474,2.8141,0.21937,0.61732,0,0,0
712,Dominguez,NFO,MID,5,2.64559,0.70277,1.85924,2.73805,0.70277,1.92421,2.89144,0.70277,2.03201,2.79907,0.70277,1.96709,2.60288,0.70277,1.82922,2.70382,0.70277,1.90015,2.67639,0.70277,1.88088,2.78917,0.70277,1.96014,2.76647,0.70277,1.94418,2.92421,0.70277,2.05504,2.68784,0.70277,1.88893,2.81098,0.70277,1.97547,2.69935,0.70277,1.89701,2.59955,0.70277,1.82688,2.79855,0.70277,1.96673,2.74598,0.70277,1.92979,2.71549,0.70277,1.90836,0,0,0
713,Sangaré,NFO,MID,4.9,2.34191,0.08688,0.20346,2.42462,0.20677,0.50134,2.56355,0.34129,0.87491,2.48804,0.47566,1.18346,2.30179,0.48266,1.11098,2.39494,0.48266,1.15593,2.36963,0.48266,1.14372,2.4737,0.48266,1.19395,2.45276,0.48266,1.18384,2.59832,0.48266,1.2541,2.3802,0.48266,1.14882,2.49384,0.48266,1.20367,2.39082,0.48266,1.15394,2.29873,0.48266,1.10949,2.48236,0.48266,1.19813,2.43385,0.48266,1.17471,2.40572,0.48266,1.16113,0,0,0
714,Origi,NFO,FWD,5,1.56634,0.11749,0.18402,1.68532,0.24255,0.40878,1.82605,0.32214,0.58825,1.77087,0.36004,0.63759,1.66341,0.37899,0.63042,1.70141,0.37899,0.64482,1.68279,0.37899,0.63776,1.71566,0.37899,0.65022,1.67563,0.37899,0.63505,1.96542,0.37899,0.74488,1.73147,0.37899,0.65621,1.72572,0.37899,0.65403,1.83241,0.37899,0.69447,1.58334,0.37899,0.60007,1.74595,0.37899,0.6617,1.61761,0.37899,0.61306,1.67025,0.37899,0.63301,0,0,0
715,Bellegarde,WOL,MID,4.9,2.02837,0.83009,1.68374,1.93095,0.83009,1.60287,2.11259,0.83009,1.75365,2.09268,0.83009,1.73711,2.21908,0.83009,1.84204,2.06177,0.83009,1.71146,2.29885,0.83009,1.90826,2.29805,0.83009,1.9076,2.05619,0.83009,1.70683,2.14124,0.83009,1.77742,2.20861,0.83009,1.83335,2.19545,0.83009,1.82242,2.1121,0.83009,1.75323,2.157,0.83009,1.79051,1.9718,0.83009,1.63678,2.17973,0.83009,1.80938,2.02188,0.83009,1.67835,0,0,0
716,Gilchrist,CHE,DEF,4,0.70425,0.52254,0.368,1.42952,0.52254,0.74698,1.51986,0.52254,0.79419,1.02424,0.52254,0.53521,1.41659,0.52254,0.74023,1.43011,0.52254,0.74729,1.57469,0.52254,0.82284,1.1689,0.52254,0.6108,1.79482,0.52254,0.93787,1.55891,0.52254,0.8146,1.46053,0.52254,0.76318,1.74082,0.52254,0.90965,1.31143,0.52254,0.68528,1.29483,0.52254,0.6766,1.62095,0.52254,0.84701,1.65828,0.52254,0.86652,1.6473,0.52254,0.86078,0,0,0
717,Stutter,CHE,FWD,4.5,1.25075,0.00239,0.00299,1.40159,0.00239,0.00335,1.29663,0.00239,0.0031,1.2711,0.00239,0.00304,1.38924,0.00239,0.00332,1.31508,0.00239,0.00315,1.4843,0.00239,0.00355,1.23776,0.00239,0.00296,1.49471,0.00239,0.00358,1.39021,0.00239,0.00333,1.41827,0.00239,0.00339,1.4317,0.00239,0.00343,1.3662,0.00239,0.00327,1.35023,0.00239,0.00323,1.43881,0.00239,0.00344,1.37729,0.00239,0.0033,1.35207,0.00239,0.00324,0,0,0
718,Matos,CHE,MID,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
719,Hunt,EVE,MID,4.5,1.26305,0.00337,0.00425,1.26733,0.00337,0.00427,1.17797,0.00337,0.00397,1.27977,0.00337,0.00431,1.24646,0.00337,0.0042,1.29391,0.00337,0.00436,1.25745,0.00337,0.00423,1.2566,0.00337,0.00423,1.27414,0.00337,0.00429,1.22201,0.00337,0.00411,1.30829,0.00337,0.0044,1.22616,0.00337,0.00413,1.32264,0.00337,0.00445,1.28534,0.00337,0.00433,1.28816,0.00337,0.00434,1.29903,0.00337,0.00437,1.20611,0.00337,0.00406,0,0,0
720,Ola-Adebomi,CRY,FWD,4.5,1.48279,0.00451,0.00669,1.38702,0.00451,0.00626,1.333,0.00451,0.00601,1.51106,0.00451,0.00682,1.51626,0.00451,0.00684,1.42739,0.00451,0.00644,1.64748,0.00451,0.00743,1.50579,0.00451,0.00679,1.39817,0.00451,0.00631,1.38912,0.00451,0.00627,1.30459,0.00451,0.00589,1.27092,0.00451,0.00573,1.46004,0.00451,0.00659,1.41956,0.00451,0.0064,1.41117,0.00451,0.00637,1.41861,0.00451,0.0064,1.39534,0.00451,0.00629,0,0,0
721,Ozoh,CRY,MID,4.5,1.12333,0.49094,0.55149,1.11714,0.49094,0.54845,1.1565,0.49094,0.56777,1.16033,0.49094,0.56965,1.22252,0.49094,0.60018,1.1749,0.49094,0.57681,1.18974,0.49094,0.58409,1.23564,0.49094,0.60662,1.2053,0.49094,0.59173,1.19429,0.49094,0.58632,1.14791,0.49094,0.56356,1.13504,0.49094,0.55724,1.21063,0.49094,0.59434,1.18511,0.49094,0.58182,1.21865,0.49094,0.59828,1.17837,0.49094,0.57851,1.17856,0.49094,0.5786,0,0,0
722,Donley,TOT,FWD,4.5,1.31751,0.11074,0.1459,1.45481,0.11074,0.16111,1.36298,0.11074,0.15094,1.37452,0.11074,0.15221,1.2954,0.11074,0.14345,1.33682,0.11074,0.14804,1.32762,0.11074,0.14702,1.37175,0.11074,0.15191,1.57864,0.11074,0.17482,1.39108,0.11074,0.15405,1.57448,0.11074,0.17436,1.37046,0.11074,0.15177,1.26737,0.11074,0.14035,1.26743,0.11074,0.14036,1.23681,0.11074,0.13696,1.45953,0.11074,0.16163,1.38974,0.11074,0.1539,0,0,0
723,Brooking,CHE,DEF,4,1.02665,0.00418,0.00429,1.73643,0.00418,0.00726,1.72274,0.00418,0.00721,1.08203,0.00418,0.00453,1.48902,0.00418,0.00623,1.50442,0.00418,0.00629,1.66916,0.00418,0.00698,1.20677,0.00418,0.00505,1.92,0.00418,0.00803,1.65119,0.00418,0.00691,1.53908,0.00418,0.00644,1.85846,0.00418,0.00777,1.36919,0.00418,0.00573,1.35027,0.00418,0.00565,1.72187,0.00418,0.0072,1.76441,0.00418,0.00738,1.7519,0.00418,0.00733,0,0,0
724,Raymond,CRY,MID,4.5,1.3238,0.00569,0.00753,1.27051,0.00569,0.00723,1.29659,0.00569,0.00738,1.27911,0.00569,0.00728,1.33318,0.00569,0.00758,1.2748,0.00569,0.00725,1.29299,0.00569,0.00735,1.34927,0.00569,0.00767,1.31207,0.00569,0.00746,1.29857,0.00569,0.00739,1.24171,0.00569,0.00706,1.22593,0.00569,0.00697,1.3186,0.00569,0.0075,1.28732,0.00569,0.00732,1.32844,0.00569,0.00756,1.27905,0.00569,0.00728,1.27929,0.00569,0.00728,0,0,0
725,"Kim Ji-Soo",BRE,DEF,4,1.34191,0,0,1.18762,0.00235,0.00279,1.72548,0.0068,0.01173,2.46486,0.00969,0.02387,1.42941,0.00979,0.01399,1.3878,0.00979,0.01358,1.21753,0.00979,0.01192,1.83034,0.00979,0.01792,1.66338,0.00979,0.01628,1.45769,0.00979,0.01427,1.36149,0.00979,0.01333,2.02224,0.00979,0.01979,1.49593,0.00979,0.01464,1.48902,0.00979,0.01457,1.82702,0.00979,0.01788,1.65607,0.00979,0.01621,1.68142,0.00979,0.01646,0,0,0
726,Chambers,LIV,DEF,4,1.39945,0,0.00914,1.24516,0,0.00813,1.94653,0,0.01271,1.53948,0,0.01005,1.96481,0,0.01283,1.78992,0,0.01169,1.19861,0,0.00783,1.50101,0,0.0098,1.46958,0,0.0096,2.036,0,0.01329,1.42435,0,0.0093,1.76384,0,0.01152,1.63056,0,0.01065,1.44121,0,0.00941,1.51272,0,0.00988,1.37306,0,0.00897,1.77341,0,0.01158,0,0,0
727,Townsend,LUT,MID,5,3.02595,0.87186,2.6382,2.80568,0.87186,2.44615,3.07802,0.87186,2.6836,3.12806,0.87186,2.72723,2.83718,0.87186,2.47362,2.99884,0.87186,2.61457,2.95367,0.87186,2.57518,3.20619,0.87186,2.79535,2.98525,0.87186,2.60272,2.84833,0.87186,2.48334,3.25244,0.87186,2.83567,2.76189,0.87186,2.40798,3.09165,0.87186,2.69548,2.99814,0.87186,2.61396,3.15585,0.87186,2.75146,2.99136,0.87186,2.60805,3.25365,0.87186,2.83672,3.05725,0.87186,2.6655
728,Scanlon,LIV,DEF,3.9,1.39945,0.00648,0.00907,1.22862,0.00648,0.00796,1.94653,0.00648,0.01261,1.52823,0.00648,0.0099,1.96481,0.00648,0.01273,1.78992,0.00648,0.0116,1.19861,0.00648,0.00777,1.50101,0.00648,0.00973,1.46958,0.00648,0.00952,2.036,0.00648,0.01319,1.42435,0.00648,0.00923,1.84186,0.00648,0.01193,1.63056,0.00648,0.01057,1.44121,0.00648,0.00934,1.51272,0.00648,0.0098,1.37306,0.00648,0.0089,1.76176,0.00648,0.01142,0,0,0
729,Luker,LUT,MID,4.5,1.32374,0.01067,0.01412,1.26992,0.01067,0.01355,1.34906,0.01067,0.01439,1.35377,0.01067,0.01444,1.24985,0.01067,0.01334,1.30394,0.01067,0.01391,1.28882,0.01067,0.01375,1.37332,0.01067,0.01465,1.29939,0.01067,0.01386,1.25358,0.01067,0.01338,1.38879,0.01067,0.01482,1.22465,0.01067,0.01307,1.33499,0.01067,0.01424,1.3037,0.01067,0.01391,1.35647,0.01067,0.01447,1.30143,0.01067,0.01389,1.3892,0.01067,0.01482,1.32348,0.01067,0.01412
730,Oné,SHU,MID,4.5,1.23917,0.02385,0.02955,1.25264,0.02385,0.02987,1.28292,0.02385,0.0306,1.2703,0.02385,0.0303,1.25243,0.02385,0.02987,1.24488,0.02385,0.02969,1.27007,0.02385,0.03029,1.25478,0.02385,0.02993,1.32867,0.02385,0.03169,1.20441,0.02385,0.02872,1.26828,0.02385,0.03025,1.26851,0.02385,0.03025,1.30136,0.02385,0.03104,1.22231,0.02385,0.02915,1.31451,0.02385,0.03135,1.25249,0.02385,0.02987,1.26383,0.02385,0.03014,0,0,0
731,Buyabu,SHU,DEF,4,1.74798,0.00829,0.01448,1.59879,0.00829,0.01325,1.50794,0.00829,0.01249,1.46958,0.00829,0.01218,1.73825,0.00829,0.0144,1.50517,0.00829,0.01247,1.66862,0.00829,0.01383,1.42435,0.00829,0.0118,1.84013,0.00829,0.01525,1.04731,0.00829,0.00868,1.39945,0.00829,0.0116,1.52823,0.00829,0.01266,1.94653,0.00829,0.01613,1.21003,0.00829,0.01003,1.85608,0.00829,0.01538,1.50101,0.00829,0.01244,1.51272,0.00829,0.01253,0,0,0
732,Tanton,FUL,DEF,4,1.89785,0.00991,0.0188,1.8566,0.00991,0.01839,1.79023,0.00991,0.01773,1.6111,0.00991,0.01596,1.43608,0.00991,0.01423,1.48147,0.00991,0.01468,1.75103,0.00991,0.01735,1.52475,0.00991,0.0151,1.5753,0.00991,0.01561,1.80287,0.00991,0.01786,1.70668,0.00991,0.01691,1.453,0.00991,0.01439,1.39568,0.00991,0.01383,1.85498,0.00991,0.01838,1.54031,0.00991,0.01526,1.2096,0.00991,0.01198,1.51996,0.00991,0.01506,0,0,0
733,Adedokun,BRE,DEF,4,1.38828,0.01709,0.02372,1.23191,0.01709,0.02105,1.77698,0.01709,0.03036,2.55465,0.01709,0.04365,1.47695,0.01709,0.02523,1.43478,0.01709,0.02451,1.26223,0.01709,0.02157,1.88325,0.01709,0.03218,1.71405,0.01709,0.02929,1.50561,0.01709,0.02572,1.40812,0.01709,0.02406,2.07771,0.01709,0.0355,1.54435,0.01709,0.02639,1.53735,0.01709,0.02627,1.87988,0.01709,0.03212,1.70664,0.01709,0.02916,1.73233,0.01709,0.0296,0,0,0
734,Nelson,LUT,MID,4.5,1.34917,0.01899,0.02562,1.2946,0.01899,0.02459,1.37484,0.01899,0.02611,1.37961,0.01899,0.0262,1.27425,0.01899,0.0242,1.32909,0.01899,0.02524,1.31377,0.01899,0.02495,1.39943,0.01899,0.02658,1.32448,0.01899,0.02515,1.27803,0.01899,0.02427,1.41512,0.01899,0.02688,1.24871,0.01899,0.02372,1.36057,0.01899,0.02584,1.32885,0.01899,0.02524,1.38236,0.01899,0.02625,1.32655,0.01899,0.02519,1.41553,0.01899,0.02688,1.34891,0.01899,0.02562
